,Comment
3447,dẹng héng ra... i...a ...i...ạ.... dạng héng ra
3448,Thua
3449,lúc khúc hát nhẹ chi pu hát hay hơn.
3450,:))) hát k quen thì đừng có vũ đạo hát k nổi là phải
3451,wtf
3452,"Mk cx k phải hát hay j nhưng thấy chipu hát nó s s ý, hát live nghe giọng tệ"
3453,"Ko dám nghe hết. Chi đừng hát nữa nha, làm ơn."
3454,Chị kiều linh đâu kêu em nana về vs thực tế kìa
3455,hat live do ma baj dac hat nua🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓🖓
3456,tao thíc chipu đóq phim hơn
3457,"Vì hòa bình của thế giới, hãy hủy diệt bom nguyên tử và giọng hát của Chi Pu😉😉😉"
3458,Như kái quần đòi làm ca sĩ ...thảm họa âm nhạc
3459,Twice còn hát hay hơn :))
3460,Tại vọng của chị xủa chị ấy bị khang ý tập như v ai mà k bị
3461,Tại vọng của chị xủa chị ấy bị khang ý tập như v ai mà k bị
3462,Lỡ chị hết hơi thì sao hoặc chị mệt
3463,Mình rất thích nghe Chi Pu hát. Nghe để lấy động lực cầm mic hát karaoke mặc dù m hát dở tệ 😂😂
3464,Ko nghe làm ơn đừng nói gì
3465,Nhớ Là chi pu hát rất hay nhưng  sao kì z
3466,Ko thích Chi Pu làm ca sĩ. Thích Chi lm diễn viên hơn
3467,Tr nghe mún té
3468,bài này rất hay
3469,E xin giơ tay rút lui thôi. Nghe để điếc cmn tai ạ
3470,Hát được như người ta không người ta hát hay mà chê
3471,replay lại mấy lần !!!!
3472,thick chipu dù cô ấy hát thế nào vẫn thấy cảm thấy ok... 🤗🤗🤗
3473,giọng hát trời long đất lở
3474,hát như lzn cx đc lm ca sĩ :)))
3475,Dám đó
3476,Á á á. Á. Á á ! Đập máy ! Mấy nhỏ dưới làm gì la ghê thế
3477,Giọng chi ko lên cao đc như trong video chính thức khổ thân ng chỉnh
3478,iu chipu
3479,Hát dở tệ
3480,Tôi đang  được nghe cái gi đây
3481,Chipu ko có giọng
3482,!có thể là vừa nhảy vừa hát nên mệt thôii🌼
3483,Chắc gì mọi người đã hát hay bằng Chi Pu mà chê
3484,thảm hoa showbiz việt.hát kinh khủng thật.
3485,"Giá như Chi đừng nói câu ""Hãy gọi tôi là ca sĩ "" mà từ từ nỗ lực hơn thì có lẽ khán giả sẽ bỏ qua... Bây h xin lỗi t k thể coi bạn là ca sĩ... 😂😂😇"
3486,K nghe nỗi
3487,gà gáy :v
3488,Việc dũng cảm nhất hôm nay t đã làm là xem cái video này
3489,Mai tao đi lm ca sĩ thôi bây ơi
3490,Tôi thấy nhiều ca sĩ như tùng dương hát là tôi thấy kinh luân ko bao giờ nghe vậy sao ko phản ứng đi
3491,giọng hát kh hay nhưng tong cũng tạm
3492,Lầy quá
3493,Hát ko hay thôi có gì đâu mà soi
3494,kinh khung thiet thua mấy đứa hát karaoke
3495,"Chỉ nên đẹp, ko nên hát"
3496,Em đẹp là được
3497,Nghe thấy hài đến vui cả cái lỗ tai
3498,E mua danh hieu ha chipu e hát nhu cc ý
3499,Giật cmn mình
3500,"Do lỗi kĩ thuật , cái mic có vấn đề. Chi Pu vẫn là nhất"
3501,Nhảy đc đấy chứ. Mỗi tội giọng hát ko đc hay thôi.
3502,"Haizzz đúng là chipu hát dở thật nhưng chúng m phải hiểu rằng nh~ ca sĩ như Hồ Quang hiếu,  Hương Tràm,vv... Lúc mới đi hát thì chẳng khác j chi pu cả"
3503,Cứ tua đi tua lại bố đứa nào xem được
3504,Hát ghê thế
3505,hát như người chết vừa từ địa ngục lên
3506,Mk có thê nghe boi vì mk là pan cua chi pu
3507,K có chút năng khiếu j về nhạc cả
3508,chi pu là em gái lệ dơi
3509,Giọng lạc tông vs bị sét nuk
3510,Sao không dám coi hết tui coi hết nè lãng xet
3511,🙏🙏🙏🙏🙏🙏
3512,Vậy cũng làm ca sĩ được á
3513,Bài hát nhạc hay nhưng giọng thì ns thật như này t cũg hát đc....có khi lắm thành phần kiểu như đã thích ngta thì cả c...t của ngta cũng thích luôn ý
3514,Tuy rằng mình không biết hát nhưng thật sự chipu hát nghe 🎤🎤🎤🎤🎤🎤Tra tấn lỗ tai người nghe quá 🎤🎤🎤🎤🎤
3515,Ủng hộ chị😊😊😊yêu chi pu .có lệch vẫn hơn cái bọn ca sĩ lên sân khấu chỉ biết hát nhép.thật ko xấu hổ chị vừa nhảy vừa hát nên giọng có lệch là phải thôi hay mà kêu gì
3516,Lỡ mình như vậy rồi người ta nói vậy coi có tức ko
3517,Quỳ
3518,quẩy lên nào !!!! dô dô dô dô
3519,Coi xong ói luôn do hon linh ka nhieu
3520,Mãi mãi là fan chipu
3521,tông cao hát không tới ...buồn
3522,không biết chipu đã đủ ghạch đá chưa nhì.
3523,Tự lôi mình xuống thành thảm họa...
3524,Hát hay qua.vo tay nao
3525,Hát live tệ
3526,chỉ đẹp thôi... chứ hát như... :)
3527,Hahaha
3528,😂😂
3529,cai do vo duyen cai do dang ghet vo dao vo duyen dang ghet quy
3530,Hay mà
3531,Tôi ko tin vào tai mình nữa
3532,😂😂
3533,"Jump jump jump jump, Có sai chính tả không các mày"
3534,Giọng hát thần thánh😷😷😷🤒🤒🤒🤒
3535,Được mặt nổi
3536,sao nge nhu đang đọc z...tệ
3537,Trước Angela Phương Trinh cũng ra MV đấy thôi ^^
3538,"thôi Đi ,hát dở đâu phải cái tội"
3539,tui nghĩ chi pu nên làm vũ công thì tốt hơn
3540,Ko biết làm vậy người ta buồn sao
3541,Hát như gà mắt đẻ
3542,Chị bị bệnh
3543,Sao tui thấy hay mà
3544,. Bài gì v ạ
3545,Đáy là âm lai.O với a mà chỉ là hát live thế thôi
3546,Nghe hát xong đau đẻ  cmnr
3547,Giọng hat hãm l
3548,Len cao kg duoc xuong thap cung kg duoc 😣😣😣
3549,CLGT :/
3550,Tra tấn lỗ tai người nghe
3551,Má.. T nge cái gì đó.. Hát như vạy bị ném đá rồi lên khóc than kẻ lể cái kiểu.. Yên phận đi thì âu koá ch
3552,từ nay hãy gọi tôi là ca sĩ vì nghe xong bài này tôi cũng chuẫn bị đi hát rồi. cứ cầm mic là ca sĩ thôi
3553,Giọng hát này có thể làm ca sỹ.... Hazzz thảm họa... Về với nghề diễn viên thôi chi pu ah... Ca sỹ 2 chữ này với e xa vời lắm
3554,Tôi có khi cx lên cao đc hơn chi lun đó
3555,Một bài hát hay.. nhưng để 1 người ko thích hợp thể hiện thì thật tiếc.
3556,cũng đc mad
3557,-vỗ tay ad phát 👏👏👏
3558,Hát đơn giản vậy sao. Đơn giản vậy thì 90% dân số này là ca sỹ chuyên nghiệp.
3559,Ca sĩ mới. Chưa có kinh nghiệm. Không trách được đâu
3560,đôi khu hát dỡ cũng là cách để nổi tiếng
3561,Hát còn k hay bằng t :))
3562,mấy nguoi có nghĩ tới cảm xúc của ca sĩ ko
3563,Làm clip có tâm ghê ))))))
3564,"Tốt nhất làm diễn viên đi cho nó lành , hát ms chả hò , hay đou !à đòi hát"
3565,Ôi vỡ mộng
3566,"Để bt đc r, lặp lại chi ad, rảnh thế .-."
3567,Dx
3568,nghe như mỹ tâm ấy nhỉ @@@
3569,Thảm họa
3570,"đúng là ông trời ko cho ai tất cả, bạn đẹp nhưng bạn lại hát ko hay. Hát hay mà ko xinh thì có thể đi pttm. Còn giọng hát là bẩm sinh rồi, có cố gắng luyện tập mà ko có tố chất thì ko thể thành công đc"
3571,Fan của chi pu cứ xuất ngày bênh chi hoài z người ta tự nêu ý kiến của mk thui mà hát hay bảo hát hay hát dở bảo hát dở. Sao cứ nói là có hát đc như chi ko mà chê. Ko hát đc như chi pu nhưng cx ko ngu mà hát trước mọi người
3572,Không biết nói gì ngoài câu vãi cả đái.
3573,Tại hết lạc tong chúc thôi ko thích thì đừng nghe
3574,đây là hát a
3575,Tôi dám nghe hết nè
3576,Hát dở kinh khủng
3577,Ác mộng mang tên Chi Pu
3578,Cái này là bản remix cmnr 😅😅
3579,Nhảy đc nhưbg K biết hát😐
3580,Nghe hơi lạ zồi đấy
3581,hát thấy mà gớm
3582,Nhìn muốn đập vào mồm
3583,tại nó vừa nhảy vừa hát mới thế thôi. Chứ nó đỡ hơn linh ka rồi
3584,Hat za ma che
3585,Chi pu gáy ghê quá.
3586,it noi lai ik Co gioi thi ik lam ca sĩ ik
3587,omg
3588,Chán
3589,Tôi thấy cũng hay mà
3590,hương tràm cũng lệnh giọng nhiều hơn chi pu nữa
3591,"""từ giờ hãy gọi tôi là ca sĩ"" trích chipu @@"
3592,Khúc lên cao nghe dở quá
3593,hay
3594,Dung la giong cua chi pu ko the len cao duoc
3595,Chắc bị đau cổ r. Chứ hát lên ko nổi r
3596,Giống như Try Not To Laugh :))))))
3597,Dân ăn dực đụ chạy mà cũng ca hát
3598,"chi co len di 
em nghi la chi cu de uoc mo lam ca si qua mot ben di 
chi hoc lai may not cao ay xong roi thuc hien tiep uoc mo lam ca si cua minh nhe 
day la loi khuyen cua em"
3599,Tao cạn cmn lời rồi bây ơi
3600,minh hằng hát hay quá
3601,Thì có sao không mà chúng mày ns thế
3602,người thì đẹp thật nhưng mà hát như lol :v
3603,Chị hát hay nhưg giọng còn hơi yếu
3604,Cái lũ la ó ở dưới hình như bị điên
3605,Tối nay gặp ác mộng mất rồi!
3606,minh nghe het ma ahihi
3607,Bớt dìm chipu lại đi
3608,hát như cl
3609,Ghê quá 😭😭😭
3610,Vô duyên quá. Cố tình dìm đây mà.
3611,E ơi e đừng đi hát nữa đc ko
3612,Trong mv gốc chỉnh giọng vl
3613,Những giấc mơ xa mợ..mợ..mợ..mợ..mợ.... =))))
3614,thích sân si lắm hả
3615,Vừa hát vừa nhảy s ko mất hơi
3616,"Trời ơi hát gi nghe ghe qua đi be ,hát vay ma lam ca si ah,nha sĩ thi dg hơn"
3617,lên cao một cái...ối giời ôi
3618,Bài Hát thì hay... Mà hát k đạt...
3619,bài nay hay thật...nhưng chibu hat k hay
3620,Quá đáng vc =))))
3621,😂😂 kinh hoàng
3622,Cười té ghế
3623,"Thiết nghĩ tại sao nó không chèn mấy giọng bè bè như Sếp để bớt lè nhè,  hát đại vài câu yeah yeah yeah na na na để cho một bài có hay hơn không
Ôi đm nổi nhờ lĩnh vực khác mà cố kím thêm thì chỉ mãi là Ếch thôi,  có cố gắng nhưng đừng ảo tưởng thần thành hoá quá"
3624,Hát như 👊 vào tai ngang lệ rơi
3625,1 chữ tệ
3626,Hát gì kì z troi bi chê là đung roi
3627,vay cũng hát dc
3628,toi vua nghe cai gi the nay
3629,Dù không hay cũng thích nghe.
3630,"Mấy mẹ đừng chửi nữa. Ít ra bả vẫn hát hay hơn ""ai đấy""."
3631,Hay quá trời
3632,"Vừa hát vừa nhảy ko dể nhé chi pu nhìn cũng ko khoẻ mạnh gi luyen tap lam moi hát noi the,thử nhay choi choi hụt hơi rồi hát gì noi nữa :))"
3633,Thảm họa việt nam.
3634,Lúc xem mv thì thấy giọng hay. Nhưng khi nghe hát live thì thấy hơi thất vọng xíu
3635,2018
3636,"Quá tệ.lời bài hát không có ý nghĩa gì.giọng yếu , lệch tông cả bài,lên cao xuống thấp bị vỡ, phát âm ca từ không rõ . toàn lỗi cơ bản ."
3637,Chắc tai mình toàn dáy
3638,cái câu quẩy lên nào ở đoạn 3:23 kinh quá
3639,hát như đấm vào tai
3640,Mô phật!
3641,Mình nghe hết nè thấy đâu có tệ quá đâu
3642,Giọng Chi Pu yếu quá
3643,Hat cai gi ma dỡ zạy trời
3644,Mắt cười quá
3645,Cái này mà là cảm hoạc là khang tiếng thì sao nhỉ
3646,Cô là ai ...cháu ko biết cô.. cô ik ra ik
3647,Tuy tao không phải fan chipu nhưng mấy người tưởng vừa nhảy vừa hát dễ lắm à? :))
3648,E khuyên chị ko nên làm ca sĩ. Là diễn viên ổn hơn nhiều
3649,bai cung duoc nhung kenh nay lam lai thi te
3650,Sao chỉ ko ò ó ò oh??
3651,thảm họa nhạc việt
3652,Vui phết
3653,qua xem my tam live kia
3654,"Cười mún bể bụng,,CP đi diễn hài đc á,,"
3655,Vl thật éo bằng đứa mẫu giáo hát
3656,Haha giọng như hết hơi
3657,hay mà djt cụ chúng mày dc như z k live mà
3658,Chi Pu hát liền mấy bài cùng lúc thì chẳng mệt
3659,Khủng khiếp
3660,Ít nhất thì vẫn k hát nhép là đc.  Có mấy má hát nghe hay mà sôi ra toàn hát nhép
3661,gánh phân trâu đổ vào nền âm nhạc rồi
3662,Ko thích thì đừng nghe
3663,Hay mà. Giọng chuẩn cực chuẩn!
3664,Nhưng giờ chi pu hát hay rồi mà
3665,Hát live dở quá
3666,Dù khong ghét chipu nhung tu hom nay chinh thuc ghét. Da ko hát duoc thi dung có bắt người khác phai gọi minh la ca si
3667,chắc do phổi yếu  hơi ra nó bị hụt dây thanh quản k đủ độ dung thôi! chứ còn mình đánh giá cao ngoại hình của Chi Pu!
3668,"Đùa chứ, bây giờ để chị ấy đứng hát thì mới đánh giá được, chứ bắt nhảy tưng tưng như thế Adele còn không hát ổn định được :))"
3669,Thiệt thì tao xem thấy hơi dở thiệt nhưng cx cảm thấy bình thường. Tao chỉ cừoi khi đọc bình luận thôi. Má thấy mấy thanh niên bình luận hài vc
3670,Học 10năm 20năm hay bao nhiêu đi nữa.chất giọng k có thì k thể hát đc.k có tài năng cứ thích thễ hiện
3671,Ước mơ ca sĩ là của cô ấy nhưng hãy nên tự biết bản thân mình đang đứng ở đâu. Khả năng chưa đủ thi nên rèn luyện thêm chứ đừng tự mình làm trò cười cho người khác...
3672,Khúc cuối mệt quá ko hát nữa tội quá
3673,Hát hay đọc z tr😣😥
3674,Fan Chipu điểm danh ❤❤
3675,Haha
3676,má ơi nghe mà muốn xỉu 😨😨😨
3677,Người ta hát dở vậy mà được làm ca sĩ cũng đỡ hơn mấy người
3678,"Nhỏ này nó có biết nó hát dở ko ta??? Đúng là ko thể nghe đến hết...bỏ đi pu ơi...hại nảo hack lổ tai ""qué"""
3679,Nhảy đẹp
3680,Xấu vl
3681,Tài năng ngang ngửa linh kka
3682,hát gì ghê dữ vậy chi pu ơi
3683,Ko có hồn giọng yếu
3684,ghép hay quá ha
3685,Cai nay chac la do luyen tap nhieu hoac do vỡ  giong thui.
3686,hát như đoi cơm
3687,Khi chi pu hát sẽ có dislikes
3688,Không dở...vì quá dở.
3689,Xinh gái rồi như hát thì như bò rên
3690,Nuốt ko trôi😵😵😵
3691,"Cái này gọi là lệch tông chuẩn này , tại vì có 1 số đoạn hát bình thường bà hất giọng lên quá cao lên có rất nhiều đoạn lêch tông nghe như bò rống là thế"
3692,Hát dơ quá 😰😰😰😵😵😵🙏🙏🙏
3693,« Quẩy lên nào »
3694,giọng yếu.. ko giống với mv
3695,Lech câu đâu thôi mà có j đâu
3696,"Nói thật đó h nge ca sĩ hát live chưa thấy ai hát dở như Chi Pu, tông nhạc lệch tùm lum"
3697,ca sĩ sĩ đó nha
3698,chi pu hát mắc sai hai nốt
3699,Hát dỡ vậy cũng thành ca sĩ à
3700,T thấy gà gáy hay hơn:))
3701,"Cu dan mang phan anh nhju wua chjpu oi , lam dien vien dj huhu , hat kieu do co ngay pi lem giay do"
3702,Đứt màng nhĩ rồi...
3703,Hát dở qá. Z cũng đòi hát
3704,Hát giở mà làm ca sỉ
3705,Cười như điên (((=
3706,"Tôi thấy nhiều ng nên cân nhắc lời ns của mk trc khi phán xét 1 ng nào đó . Bạn nên xem mk đã hơn họ ở điểm j chưa mà đòi chửi ng khác. Tôi dù ko phải là fan hay anti j nhưng theo tôi mọi ng tốt nhất nên suy nghĩ về hành động và lời ns trc khi lm.
XIN HẾT TIỀN TÌNH TANG!!!!!!!!"
3707,Ko lên cao đk....  Ko thể ý
3708,Hát ko muốn nghe luôn
3709,Tại người ta chưa tập ki thôi
3710,Thế mà mấy đứa não phăng cũng hò reo như đúng rồi
3711,hát dở sỉ nhục người nghe
3712,Thấy  ớn
3713,Ai mà k z ..... ta bị bể giông
3714,Giọng cô gái bị khàn
3715,Đừng có mà xỉa xối như z
3716,Ngài chi pu hát hay quá
3717,Chị hát bị lệch tông
3718,Thoii đừng làm ca si nữa
3719,xem nhu nghe nhac hai cug vui xa stret. sexy ty nua la ok
3720,Oi phe hon nghe qua lip tao di uon thuot day
3721,Chắc hết hơi
3722,Quẩy lên nào =))))
3723,"Hát Cần 1 cái Giọng Hay ..
Học Hát Chẳng Qua Là Học Chỉnh Hơi Lúc Lên Cao Hay Trầm Xuống Vừa đủ hơi Đủ Cảm xúc  Không Bị Thừa Để mà Hết Hơi Cho đoạn Sau. 
Chipu bỏ Công Sức Học Hát Trong Khi Chất Giọng Cũng Chẳng Có Gì đặc Biệt. 
Nhái Ở Trong Cái phòng Hát Với Chỉnh sửa Cái Giọng lại Mà Vỗ Ngực Nhận Làm ca sĩ.
Ngoài Kia Có Bao Nhiêu Người Hát Hay Còn Chả Tự nhận mình là Ca sĩ. Đằng này...
Còn Fan Chipu Tỉnh Táo Lại Đi"
