,Comment,Type,
5331,"""Trong đó, luật nêu rõ chỉ được sử dụng người lao động chưa thành niên vào những công việc phù hợp với sức khoẻ để bảo đảm sự phát triển thể lực, trí lực, nhân cách. Việc để cô bé 13 tuổi đóng những cảnh có nội dung không phù hợp với lứa tuổi là vi phạm luật nghiêm trọng"", bà nhấn mạnh.",0,63
5332,"Luật sư Ngọc Nữ cho biết thêm trong điều 4, khoản 7 của Luật Trẻ em 2016 có định nghĩa rõ về khái niệm ""xâm hại trẻ em"".",0,28
5333,"Theo đó, xâm hại trẻ em là hành vi gây tổn hại về thể chất, tình cảm, tâm lý, danh dự, nhân phẩm của trẻ em dưới các hình thức bạo lực, bóc lột, xâm hại tình dục, mua bán, bỏ rơi, bỏ mặc trẻ em và các hình thức gây tổn hại khác.",0,54
5334,"Bà Nữ cho rằng việc đạo diễn và nhà sản xuất để Trà My đóng cảnh nóng, trực tiếp động chạm thân thể với nam diễn viên và có những hành động mô phỏng chuyện ái ân có thể xét là hành vi xâm hại trẻ em.",0,47
5335,"Cũng theo bà Nữ, dù diễn viên Trà My và gia đình đã đồng ý tham gia bộ phim với kịch bản có nhiều cảnh nóng, nhà sản xuất vẫn vi phạm luật.",0,33
5336,"""Điều 26 Luật Trẻ em quy định rõ, trẻ em có quyền được bảo vệ dưới mọi hình thức, không bị bố trí công việc hoặc nơi làm việc có ảnh hưởng xấu đến nhân cách và sự phát triển toàn diện của trẻ. Đối với Trà My, việc em có đồng ý không phải điều quan trọng nhất. Ở đây, gia đình, cụ thể là người mẹ cần ý thức được việc bảo vệ con gái mình"", bà Nữ giải thích.",0,82
5337,"Luật sư Nữ cho biết vấn đề xâm hại tình dục trẻ em đang rất nóng, các cơ quan tuyên truyền liên tục xuống khu dân cư, trường học để bảo vệ cho trẻ em. ""Cho các em lao động sớm, đóng phim có nội dung vượt quá tuổi như vậy, liệu bản thân cha mẹ có bảo vệ con em mình được hay không? Tôi đặt dấu hỏi về vấn đề này"".",0,73
5338,"""Phim đã cắt bớt nhưng những hình ảnh đã kiểm duyệt vẫn đang lan truyền trên mạng xã hội. Điều gì chắc chắn những hình ảnh đó không ảnh hưởng đến tương lai của bé? Tôi mong các cơ quan, ban ngành, nhất là các cơ quan quản lý văn hóa phối hợp với hội Bảo vệ quyền trẻ em TP.HCM chúng tôi vào cuộc để xử lý vấn đề này"", ;uật sư Nữ nói.",0,75
5339,Trà My kể không dùng diễn viên đóng thế trong cảnh nóng,0,12
5340,"Lấy bối cảnh tại gia đình điền chủ giàu có vào cuối thế kỷ 19, Vợ ba xoay quanh câu chuyện cuộc đời nhân vật Mây (Nguyễn Phương Trà My) khi được gả vào làm vợ ba. ",0,37
5341,"Thể hiện nhân vật 14 tuổi bị ép tảo hôn, Trà My thực hiện nhiều cảnh quay nhạy cảm như lần đầu ân ái, tự thỏa mãn nhục dục, hôn đồng giới, sinh con...",0,34
5342,"Trong những thước phim của đạo diễn Ash Mayfair, Trà My lộ gần hết phần trên của cơ thể, thậm chí có cảnh quay lộ ngực trần (bản phim này chiếu ở nước ngoài, khi chiếu ở Việt Nam đã bị cắt).",0,42
5343,"Điều đáng nói là khi phim bấm máy, Trà My vừa kết thúc lớp 6, tức chưa đến 13 tuổi.",0,20
5344,"Trong buổi phỏng vấn với Zing.vn, Trà My tiết lộ tự thực hiện các cảnh nóng trong phim. Với những cảnh quay này, Trà My được ê-kíp hóa trang cho mặc trang phục bảo hộ bên trong. Phần ngực được độn cho nảy nở và bụng bầu được làm bằng silicon.",0,51
5345,"Khi được hỏi vì sao không dùng đến diễn viên đóng thế, nữ diễn viên lý giải: ""Những cảnh quay đó cần thể hiện biểu cảm gương mặt của tôi, vì vậy phải do chính tôi đóng chứ không ai thay thế được"".",0,43
5346,"Nữ diễn viên cho biết cô căng thẳng trong suốt 2 đêm quay cảnh lần đầu quan hệ nam nữ với bạn diễn nam hơn 30 tuổi, Lê Vũ Long. ""Lần đầu anh Vũ Long ăn trứng trên người mình, tôi hơi giật mình. Sau đó diễn lại nhiều lần, tôi khá mệt nên ráng làm cho xong, không suy nghĩ gì nhiều nữa"", nữ diễn viên chia sẻ.",0,69
5347,"Nói về quyết định cho con gái trực tiếp đóng cảnh nóng khi chỉ mới 13 tuổi, chị Võ Mỹ Na, mẹ nữ diễn viên tiết lộ bản thân đạo diễn và nhà sản xuất đã hứa sẽ cố gắng bảo vệ cô bé. Suốt thời gian đóng phim, mẹ Trà My có mặt tại phim trường. ",0,57
5348,"Tuy nhiên, trong một số cảnh quay nhạy cảm của con gái, chị tiết lộ chỉ xem lại qua monitor sau khi cảnh quay hoàn tất. ""Thật ra, khi quay những cảnh như vậy, tôi sẽ tránh ra, không ngồi gần để tránh xem trực tiếp. Sau đó, tôi được cho xem lại qua monitor. Nếu không vừa ý, tôi có quyền yêu cầu quay lại"". ",0,66
5349,"Trước làn sóng tranh cãi dữ dội, đạo diễn Ash Mayfair vẫn bảo vệ quan điểm: ""Tôi đã làm xong tác phẩm của mình, mọi người nhận xét thế nào, tôi cũng không quan tâm đâu. Với các cảnh nóng của Trà My tôi không thấy ai phản đối vì mọi người đều khen cô bé rất tuyệt vời"".",0,59
5350,"Trong khi đó, nhà sản xuất Trần Thị Bích Ngọc không nhận trả lời phỏng vấn trực tiếp. Bà phản hồi ngắn gọn thông qua thông cáo báo chí gửi đến các đơn vị truyền thông.",0,36
5351,Bà Ngọc khẳng định bộ phim đã được ghi nhận qua các giải thưởng quốc tế và được cấp giấy phát hành phổ biến nên không có gì quá mức chấp nhận. Bà cũng cho rằng Trà My không bị ảnh hưởng tâm lý sau khi quay cảnh nóng.,0,49
5352,Những điều này khiến công chúng đặt vấn đề về trách nhiệm của nhà làm phim đối với diễn viên nhí giữa tâm bão dư luận.,0,26
5353,Theo Thu Thủy (Tri Thức Trực Tuyến),0,7
5369,"Tin động trời: cặp đôi chim ri ""đáng yêu nhất"" Về Nhà Đi Con, Ánh Dương - Bảo đang... cãi nhau? Chưa hết. Cả hai cãi nhau là vì Bảo... phát hiện ra cô bạn thân đã có đối tượng say nắng. Không ai khác lại chính là... bố của Bảo? Tuy nhiên có một nghi vấn ""động trời"" hơn. Đó chính là Hai chị em Dương (Bảo Hân) và Huệ (Thu Quỳnh) đều sẽ yêu chung một người đó là bố của Bảo – ông Quốc (Tuấn Tú)?",0,89
5370,"Một bức ảnh được cư dân mạng truyền tay nhau tiết lộ một cảnh quay giữa Thu Quỳnh và MC Tuấn Tú. Có khả năng hai người đang... hẹn hò không nhỉ? Vì ông Quốc rõ ràng là đang ăn mặc rất bảnh bao, còn chị Huệ thì lại rất... điệu. Còn uốn tóc cong vút nữa cơ mà. Không chỉ thế, chị còn ngồi khá e thẹn, trong khi ông Quốc thì như đang thao thao bất tuyệt vì một vấn đề nào đấy.",0,85
5371,"Cái gì đây? Chị Huệ đang ""hẹn hò"" với bố của Bảo?",0,12
5372,"Chưa dừng lại ở đó, một đoạn video của một khán giả quay lại được cảnh Dương và Bảo cãi nhau cũng bị tiết lộ, chỉ vì Bảo (Quang Anh) biết được sự thật rằng cô bạn thân cũng là ""crush"" không yêu mình mà lại ""để mắt"" đến… bố ruột của mình.",0,53
5373,"Một đoạn video khác còn tiết lộ, Ánh Dương túm cổ áo Bảo và xô ngã vì cho rằng anh chàng đặt điều chia cắt tình cảm giữa mình, chị Huệ và ""anh crush"".",0,34
5374,"Ngay sau khi hai đoạn video được đăng tải, rất nhiều cư dân mạng đã không khỏi ""sốc"" vì tình tiết quá ""cẩu huyết"" khi cả hai chị em Huệ - Dương đều yêu ông Quốc. Thậm chí nhiều khán giả còn dọa sẽ tẩy chay phim nếu những tình tiết này diễn ra thật.",0,55
5375,"Nhiều khán giả không khỏi ""sốc"" bởi sự ""cẩu huyết"" trong những tập tiếp theo của Về Nhà Đi Con.",0,20
5376,"Liệu rằng, tình ""tay 3"" của Dương, chị Huệ và ông Quốc có thực sự diễn ra không? Đôi chim ri Dương – Bảo sẽ còn gắn bó như những ngày đầu nữa hay không?",0,35
5377,"Về Nhà Đi Con đang là bộ phim truyền hình cực hot thời điểm hiện tại. Nội dung phim xoay quanh cuộc sống của một gia đình gồm ông bố đơn thân (NSƯT Trung Anh) và ba chị em gái: Huệ (Thu Quỳnh) - Anh Thư (Bảo Thanh) - Ánh Dương (Bảo Hân). Tuy nhà chỉ có bốn thành viên, ấy thế mà những rắc rối cuộc sống luôn bủa vây và chẳng bao giờ chịu buông tha ba cô con gái của ông Sơn, khiến người bố đơn thân luôn phải đau đầu lo lắng cho các con.",0,99
5378,Đón xem những tập tiếp theo của Về Nhà Đi Con phát sóng vào tối thứ 2 – thứ 6 hàng tuần lúc 21 giờ trên VTV1.,0,27
5379,Theo Xuân - Paul (Helino),0,5
5385,"Sự kiện thảm đỏ ngày thứ 5 của LHP Cannes đánh dấu màn chiếm spotlight thần thánh của cặp đôi Nick Jonas và bà xã Hoa hậu Thế giới Priyanka Chopra. Không chỉ ""tông xuyệt tông"" với trang phục trắng tinh khôi, người đẹp Priyanka Chopra còn hút ống kính với chiếc đầm đồ sộ.",0,55
5386,Theo Nhã An (Helino),0,4
5410,"Với bản tính hiền lành, chân chất, Quyền Linh hiếm khi lên tiếng về những thị phi xung quanh mình cũng như của giới showbiz. Thế nhưng, lần này, nam MC quyết định phá lệ.",0,35
5411,"Sau 3 ngày liên tục quay chương trình ""Ca sĩ bí ẩn"" cùng Chí Tài, Nguyễn Cao Kỳ Duyên, Ngọc Sơn, Khả Như... tới gần 2h sáng, dù mắt sụp xuống vì mệt và thiếu ngủ nhưng Quyền Linh vẫn tranh thủ ngày cuối cùng được về sớm và livestream chia sẻ với mọi người về những vui buồn của đời nghệ sĩ như kiếp tằm nhả tơ, làm dâu trăm họ.",0,72
5412,"""Nếu để kiếm tiền, tôi chỉ cần ở Sài Gòn thôi, không cần phải đi đâu cả""",0,17
5413,"Quyền Linh chia sẻ: ""Tôi cũng thuộc dạng trâu bò, cày đêm cày ngày. Những hôm đi chương trình xã hội, tôi toàn dậy từ 4,5h sáng. Đôi khi tôi cũng mệt lắm, mắt sụp xuống. ",0,36
5414,"Nhiều người nói tôi ham tiền, ham danh vọng, muốn đánh bóng tên tuổi. Thật sự nghe vậy buồn lắm. Bây giờ, tôi chẳng ham gì nữa, mình làm vì xã hội là nhiều.",0,34
5415,"Công việc của tôi ổn định lắm rồi, chỉ là mình tham công tiếc việc xã hội nên mới đi nhiều. Tới tuổi này rồi, tôi không cần danh nữa. ",0,30
5416,"Tiền nói không cần thì không đúng nhưng nó cũng đủ rồi, với tôi thế là hạnh phúc lắm rồi, không cần bon chen gì nữa.",0,26
5417,"Mọi người không biết là, nếu tôi không tới đó, không nhận công việc đó thì ở đó không có cây cầu được xây. Nếu tôi không đến gặp gia đình đó thì con họ chắc chắn không thể mổ tim. Nếu tôi không đến một vùng xa xôi nào đó thì sẽ có một hộ gia đình nào đó không thể thoát nghèo.",0,64
5418,"Chính vì mình biết như thế nên cứ lầm lũi đi hoài. Mình mệt là mệt ở chỗ đó. Nếu tôi là một nghệ sĩ giải trí thì chắc chắn sẽ không đi nhiều như vậy. Ngồi trường quay ở Sài Gòn, có máy lạnh sướng hơn nhiều chứ.",0,49
5419,"Có những người nói ""ông nội này tham công tiếc việc. Ông ấy tự tham rồi tự than"". Không phải đâu. Tôi không tham những việc đó nhưng mình thấy còn nhiều mảnh đời bất hạnh, khó khăn quá nên tự cảm thấy cần phải làm. Còn để kiếm tiền nhiều, tôi chỉ cần ở Sài Gòn thôi, không cần phải đi đâu cả"".",0,64
5420,"""Tôi già rồi, đánh bóng tên tuổi chi nữa""",0,9
5421,"Anh tâm sự: ""Giống như vừa rồi, một số người vào facebook của tôi nói ""ông hiến tạng thì hiến đi, khoe làm chi"". Tôi đâu có khoe. Tôi chỉ muốn lan toả thông điệp ""cho đi là còn mãi"". Bởi khi một người ra đi, hiến tạng để lại thì sẽ có nhiều mầm sống được tiếp nối, có thể cứu được tới 6,7 người.",0,66
5422,"Đó là việc nhân văn nên tôi muốn lan toả chứ đánh bóng tên tuổi làm gì. Tôi già rồi, đánh bóng làm chi nữa. Mình sống là để cho đi và cống hiến. Sức của tôi cũng có hạn, đâu thể giúp hết, lo hết được.",0,47
5423,"Tôi cũng chỉ là hạt bụi thôi, rồi cũng trở về với cát bụi. Tôi không có mục đích làm giàu bởi khát vọng lớn nhất của tôi là sẻ chia và mang hạnh phúc tới cho nhiều người. Thế mà cũng có nhiều người trách.",0,46
5424,"Đôi khi tôi cũng nghĩ ""ủa, mình làm chuyện này để làm gì mà cứ bị trách hoài. Có những lúc tôi cũng mệt mỏi và chán lắm. Vì mình càng làm càng bị trách. Mình không làm thì không ai trách.",0,42
5425,"Mình cũng buồn chứ, cũng đau chứ nhưng vẫn cố cười và nghĩ tích cực, không than thở. Bởi nếu tôi than với mọi người thì sẽ truyền cái tiêu cực đi. ",0,32
5426,"Cho nên mọi người thấy tôi cười hoài vậy nhưng không phải cười là vui đâu, cười mà nhiều lúc đau lòng lắm.",0,23
5427,Cuộc sống này quá nhiều bon chen. Đôi khi những việc mình muốn làm mà làm không được. Có những điều mình muốn nói mà nói không được. Và cũng có nhiều việc mình làm mà không ai hiểu được. Và cũng có những việc mình đã cố gắng mà không ai nghĩ mình cố gắng.,0,56
