,Comment
2268,tụi công an quay để làm j? để học cái ngu của nó sau này nó chỉ giáo cho anh em cách lừa dân có bài bản hơn chứ đéo có cái cc j ý nghĩa khi công an móc máy quay ra quay :) Thế đéo nào mấy cái clip thế này đéo xử phạt cái lũ chó vàng này nhỉ? thấy sum vào như 1 bầy chó :))
2269,Hài thiệt đấy a
2270,Thằng dân ngu quá. Có lỗi rồi k cần phải chuyên đề j đâu
2271,Con me may co tinh thao guong cho may chet di
2272,Thằng giao thông nào mà mất dạy quá vậy. Sao lãnh đạo không sử lý những thằng này vậy
2273,Sạo trong ngành  ca lại  có  những  thằng  hề  lọt  vào  ngành  thế  nhỉ
2274,Phat Guong chieu hậu ma đèn 4 thang cong an. Phi tien thue nguoi dan
2275,Ai có thông tin rụng sao của ông csgt trong clip chưa nhỉ
2276,Chui ca bin lấy tiền
2277,"Chào các bạn! là con người thì không ai hoàn hảo cả, mỗi người mỗi việc, lo làm việc của mình đi tội j phải lách luật móc méo nhau để cố tình vi phạm, như thế có méo j vui. vi phạm rõ ràng thì chịu mẹo đi còn ở đó đưa ra luật rồi thách đố nhau. Các bạn đừng nhìn vấn đề này theo hướng tiêu cực chẳng có j tốt đâu."
2278,Cái tên dũng ko dứa nào ra hồn
2279,Cười nhăn răng như 1 thằng hề
2280,"Thằng này mà hiểu luật  á, như thằng dở người. Ca ngợi cái cc."
2281,Lam con cac gi ma de nguoi dan khinh thuong vay
2282,Mấy thằng công an nói chuyện bố láo
2283,Cứ phải cứng và hiểu luật như bạn này thì ra đường mới trị được mấy cái thể loại này . Đúng là làm cho đất nước việt Nam này thụt lùi
2284,"phat mot nguoi ma can toi may nguoi cong an ,, lay so ra xem moi biet luat de phat kkkkk,, mat may tieng dong ho ,,coi lai viec lam di may anh , mat mat we"
2285,"thằng thanh niên tinh tướng, 
cs mỹ là đòm, xong"
2286,Đã ngu còn hay cãi được hay thật !
2287,Sao hok dap chet me tui ao vang di nhi
2288,Thag csgt ngu nhất tao từng gặp
2289,Mấy con chó CSGT này đang bắt láo
2290,"Chả ra sao cả. Tao nói này. Nếu mà không vi phạm mà bị CSGT dừng xe thì mới phải cần chuyên đề nhá. Còn bắt lỗi vi phạm thì cần gì phải có chuyên đề. Còn thanh niên này ý, nhìn vào cái tính cách này biết ngay là dạng thích thể hiện. Soi ngoáy vào người khác và nói thẳng là không coi ai ra gì"
2291,Hay quá anh oi
2292,Hay câu anh này nói các chú vẫn còn xanh lắm
2293,Sút nó đi
2294,Sao nhục nhã thế  mấy chú cảnh sát giao thông hải dương  làm cảnh sát giao thông mà không hiểu luật thì về nhà  mà  phải mở sách mà xem lại hình thức phạt
2295,May thag cho CAGT mat ngu VL
2296,Csgt co tien sâm đt xin đê quay nguoi dan vay co dung voi luật pháp hiên hanh kg
2297,=)))))))) ông trợn mắt với ai đấy =)))))))))))))
2298,Cai lu cho vang ra duong la nguoi ta so no can lam can nhe thi it tien can manh la nhieu tien  boi vay thay no la ne di cac ban
2299,Cung tat la toi.chua toi 10 dola.ma 1 dam cuc kho.lam viec o bo ruong.bao gio moi bang nguoi ta hoi dan vn.oi
2300,Cái a đánh kia a kì lắm nha..ngta như vậy mà đấm ngta 1cái à...anh phải đánh nhiều cái chứ..sau những câu nói cuối cùng.tắt video thì xác định 😅😅😅
2301,Mấy thằng disslike chắc đánh  vk ko chứ gì nên chọt dạ 😂
2302,"Đm cái giống đánh bạn gái vs đánh vk gặp t khỏi cần quay clip t giã chết cmnl 
Các bác tắt máy quay xong giã chết cụ nó đi"
2303,mặt nó bố láo thiệt tao là đập trước rồi nói sau
2304,Và cuối cùng hết video bị đội hiệp sĩ đấm cho không trượt phát nào
2305,Tên này còn lì lắm.  Cho nó đi cải tạo vĩnh viễn đi
2306,Đập chết chết mẹ nó. Like cho anh &đánh vào mặt nó
2307,Tắt máy quay đi r đập nó chết mẹ nó luôn a
2308,"Tại sao video chỉ quay tới khúc đó rồi tắt. Đơn giản vì thằng quay phim nhịn hết nổi, A few moments later bụp bụp"
2309,Thằng này hên gặp anh Hải chứ gặp Sin bị đánh vỡ mồm lúc mới dô clip rồi 👍
2310,ÁNH MẮT THẰNG NÀY GHÊ GỚM QUÁ ! CÓ KHẢ NĂNG  GIẾT NGƯỜI ĐÓ !
2311,"Giờ hiệp sĩ còn phải can thiệp bạo hành phụ nữ nữa. Thì nào là hội Bảo vệ bà mẹ trẻ em, rồi hội liên hiệp phụ nữ Việt Nam ở đâu và Làm gì nhỉ 😨😱"
2312,Con béo kia thấy cu còn biết gì nữa
2313,"Em gái ơi .....chạy cho thật xa tên hèn, và bệnh này .......Hiệp sỹ ơi , đánh cho nó 1trận nhớ đời đi"
2314,Thang cho nay de dan danh moi suog
2315,Đưa cái máy ra hướng khác... đấm 1 phát ngay sống mủi... cho nó nhớ đời... phải có ai đó ...trị nó
2316,"Ngưỡng mộ các anh , chúc mấy ae thật nhiều sức khỏe và thành công trong cuộc sống"
2317,Khoái cái a cho bạc tai đụ má triệu like
2318,Gặp tao đánh thằng chó đó đàn ông hèn mới đánh phụ nữ như vậy cặp thôi mà chưa j đoi giết người ta rồi dm tao thù. Khinh xử nặng về đồn đành cho nó trận nó biết đau ko
2319,"Bình Thuận hả😱
Cơ mà mặt thằng lờ này nghênh nghênh thấy ghét. Vã nó gãy cmn răng đi🤨"
2320,"A KO ĐỂ Ý THÁI ĐỘ THẰNG ĐÓ HẢ A, NÓ GIẾT NGƯỜI LUÔN ĐÓ NHÌN CỰC KỲ HUNG HĂNG NÓ CƯỜI NHÌN KINH VÃI"
2321,"S khi hết clip 
Em nghĩ rằng chú này sẽ hết răng"
2322,"Anh đấm một phát , thấy đẹp làm sao ."
2323,Danh hay qua nhin ban mat than do la muon danh roi
2324,Nhìn ánh mắt của anh bạn trai này mình sợ vì nó có vẻ hiểm
2325,Thích cái anh nói câu tao là người dân
2326,"Đánh người phụ nữ quen biết thì bị đánh lại đúng rồi  , có đt về xem để nhớ đừng bao giờ đánh  phụ nữ nữa ."
2327,"Thang này nó là thang tieu nhan có toan tính nó rất mạnh khi đánh lén vs nhung trò hiem độc. 
Tao coi film hong kong may thang ác ác mat giog thang này k truot centimet nào."
2328,Thằng này tôi cũng muốn đập
2329,Đập nó 1 trận cho nó hiểu thế nào là ăn đòn mẹ nó tao ghét nhất thể loại đánh đập phụ nữ
2330,"Tắt máy quay là m nằm sắp , lên công an nữa là cho m nhập viện ..."
2331,Anh Hải ổng nhịn lắm rồi đó.. Thấy ổng mím môi là Hiểu
2332,Đàn ông đánh phụ nữ gọi là vũ phu còn phụ nữ đánh đàn ông không lẽ gọi là vũ nữ 🤣🤣
2333,"cảm ơn anh Hải và các anh trong nhóm rất nhiều...
Giữ bình yên cho xã hội và giành công lý cho những người yếu thế...
Trân trọng biết ơn..."
2334,Đập cho thằng chó đó chết luôn đi cả thế giới ủng hộ các anh. nhìn cái mặt nó em muốn đấm quá các anh ơi
2335,đấm cho nó thúi con mắt nó luôn đi anh. đồ súc sinh..!
2336,"Cứ tua tới tua lui cú đánh của anh kia, xem sướng mắt 👍"
2337,Nên che mặt người phụ nữ. Làm mờ hình ảnh ng phụ nữ lại các anh ơi. Ngta còn tương lai về sau nữa
2338,A áo thun sao k đập nó mấy vố nữa.. Thấy nó vẫn nghênh kìa 😠😠😠
2339,"Ông kia tát nhẹ quá, gặp chị thì chị tát gãy răng luôn."
2340,Tao biết khi đã tắt cái clip thì thằng mday đó SML : t thù mấy thằng bá dơ quen ngta mà đánh ngta : ko lo đc cho ngta thì cho ngta tự do tìm hp khác đi chứ đánh làm gì mà P.nu tội tình gì mà đánh : đmoa có t ở đó là m xác định nhập viện chứ k có 1 2 bạt tay âu nhé con chó súc sinh đọi lớp người
2341,Nhìn ng phụ nữ đó khóc mà thấy tội nghiệp ....haizzzz
2342,Chú kia tát 1 cái nhìn kh đã giận chú ơi 😭😭 phải đấm nó kh trượt phát nào chứ 😭😭
2343,Khúc 1:04 nó sướng gì đâu luôn á. Hả dạ thiệt
2344,Gân cốt của thằng này phải cho đi hết k o về sau sẽ có hậu hoạ
2345,Dẫn nó vào bụi cây hay tollet cho nó thay đổi hình dạng mập mập mập lên tí??????tao thấy nó ốm đấy?????
2346,Ai biết thằng này cho xin địa chỉ nó với muốn đập nó quá
2347,Thằng này chẳn phải dạng vừa đâu...không cho nó đi tù có thể nó xẻ giết người đó.
2348,0.6 giây là a Béo muốn đập nó rồi
2349,Nhìn thằng đó là muốn đấm vào mặt rồi ....
2350,"Thấy nó đánh cha mẹ nó ,sao còn ở với nó ,ngu cho chết"
2351,làm thằng đàn ông ko hiểu sao lại có thể nỡ lòng xuống tay với người phụ nữ dc như vậy
2352,Anh hải và anh Sin mà song kiếm hợp Bích người cương người nhu thì tụi trộm cướp sẽ khiếp đảm lắm đây
2353,Mặt nó bố láo thấy mẹ.đập chết mẹ nó đi may anh
2354,"thằng này nó cố tình hỏi xe anh để nó trả thù đó. các anh cố gắng bảo vệ chị gái. em thấy mặt nó rất câng và láo toét, các anh cập nhật tin tức coi chị gái này có còn bị nó bám theo không chứ khuôn mặt thằng này sẵn sàng giết người chứ chẳng chơi."
2355,Đấm chết mẹ nó luôn .. gặp ở cần thơ là chết mẹ thằng áo vàng rồi .. đấm đi anh đấm dùm e 1 cái với
2356,Cuối cùng thì cô gái cũng đâu giám bo thằng khốn đó
2357,chị ấy  nhìn thấy thương thật.
2358,"tắt máy sớm, đập cho nó 1 trận  !! thấy mặt là thằng âm binh rồi, chứ không phải là con người !!"
2359,A hải ơi e có lời khuyên a đi chung với a đừng đánh người ta bằng tay đau tay lắm ...hãy lấy nón bảo hiểm đập được rồi 😂😂😂😂 chúc mấy a có nhiều sức khỏe
2360,thằng này nhìn thâm ... thường nó hay trả thù . loại này phải tử hình để tránh hậu họa
2361,"Chơi kỳ ta, quánh típ"
2362,Anh hải ổng nóng lắm rồi... ổng giữ bình tĩnh ak chứ.
2363,Đập  nó Đi thằng này không tha được 😠 ai mà Con trai đánh phụ nữ . Nó ác quá đánh gãy sóng mũi chị ấy tội nghiệp quá 🙁
2364,"Có mặt ở đó thì vậy còn lúc ko có mặt thì ai can thiệp, tốt nhất là chị chấm dứt luôn đi sao để bị đánh te tua vậy"
2365,Mẹ đã quay rồi thì quay cho tới coi bực mình ghê. Ít ra cũng cho mọi người biết kết qả của clip chứ.
2366,tỉ like cho cú đấm
2367,"Tao biết tai sao con nay bi đánh, vì xấu quá nó chán lấy cớ đánh đập rồi buông ok,😂😂😂"
2368,"Kết quả đấm của a kia, gặp mình thì xác cmn định, quả đấm đại diện cho đàn ông ko bạo hành"
2369,"Đụ má thể lọai đánh phụ nữ, khi ngt lại hỏi chuyện đag hoàg còn tỏa ra láo kiểu đó, gặp t là tao tắt camera t đập chết con đỉ mẹ m luôn chứ láo lồn"
2370,Nhìn mặt thằng đó tao thấy nó bệnh bệnh sao ấy 😂
2371,Hiêp sỹ ko phải là người công vụ lên cứ đập trước rồi hỏi sau cho nó tởn
2372,Anh oi nếu có nhiều ng như anh chắc phụ nữ đc bảo vệ và đỡ khổ lắm. .chứ công an đâu bảo vệ hết đc
2373,"Tội nghiệp chị đó quá, khóc mà run run là cảm giác sợ và tức lắm. Cảm ơn anh đã thay em tán vào mặt người đàn ông vũ phu đó."
2374,"E cũng bị trường hợp này a ạ?chỉ sống với nhau nhưng ko có giấy tờ chứng minh là vợ chồng cả,mà nó hành hạ e wa trời trên người e bây giờ có nhiu vết thương và vết thâm lắm,e đuổi nó ra khỏi nhà e mà nó ko chịu đi giờ e ki biết phải làm gì nữa các a ạ,ước gì e ở gần các a."
2375,Sao 2p33s thi cũng là luc bạn ấy no đòn
2376,đập cho nó gãy sống mũi lại coi nó biết đau ko
2377,Con này  cũng bị khùng bỏ mẹ đi đồ nung lon còn khóc
2378,Gãy mũi à Cho chừa cái thói năng nhăng bồ bịch đi
2379,Thằng này nhìn ghê quá . Nó ko phục đâu
2380,"mặt như ngáo đá,bị ăn bạt tai cay cú muốn trả thù,hỏi xe hỏi cộ để tính đường tiếp"
2381,Thấy cái mặt nó là muốn đá vô cu nó rồi dkm khốn nạn
2382,Đmm :))) vô trong trại tự đại bàng nghe đánh người già phụ nữ thì đm nát người
2383,Biết nó có tha cho em gái đó Kg? Lỡ nó hận làm liều khổ thân em và ảnh hưởng đến các anh Hiệp Sĩ. Hy vọng nó tỉnh ngộ và nhận ra hành vi sai trái của mình.
2384,Anh hai ong nong lam ma ong kiem lai..dap no di anh oi
2385,"cho đi cai tao một khóa chuyện nghiệp là em nó về hien lại Hà,gap tao là cho ăn bat tay rồi,a đó dah con hoi nhe đó,lan sao a gặp trường hợp vậy cứ đám thag vào mặt thag khác,cho chét me no luon"
2386,1:5 giây ae nếu muốn xem cú đánh
2387,Mấy a hiệp sĩ thật là vĩ đại.phải ở trên đời này ai cũng tốt và nghĩa hiệp như mấy a hiệp sĩ thì xã hội này sẽ chỉ có niềm vui nụ cười mà thôi.tất cả mọi người hãy chug tay ủg hộ mấy a cầu cho mấy a có nhìu sức khỏe mai mắn để làm nhìu việc nghĩa hiệp hơn nữa
2388,Thành phần này nên bẻ răng nó. Chứ tát v nhẹ quá đồng chí. Nhìn nụ cười muốn bạt cho vài đấm.
2389,đập chết mẹ nó anh.. má sai mà ko nhận lỗi con mẹ nó
2390,A ơi nếu cha dượng cứ sờ mó người em mà ko dám nói với mẹ thì lm sao a
2391,Có muốn biết nhà thằng đấy ko
2392,TỶ LIKE CHO CÚ ĐẤM ĐÓ.....NHÀ THẰNG NÀY Ở ĐÂU ZAY CÁC A HIỆP SĨ....CHO CHÚNG TÔI BIẾT ĐI....
2393,"Chúng tôi là người dân thấy mấy chú Co lòng chương nghĩa gup dân giữ bình yên cho dân, gup bên công an bắt hết bọn này lại dân chúng tôi rất cám ơn"
2394,thằng này nhìn bên ngoài thấy có nguy cơ giết người
2395,Chúc đội hiệp sĩ của anh ngày càng phát trển . Giúp đỡ được nhiều người nha .
2396,-a Hải ơi sao ko tắt camera để a kia đập nó 1 trận :))
2397,"Mặt choắt , da trắng xanh thấp bé,là mẫu của những thằng tiểu nhân ,"
2398,Gặp ông Hải này còn hiền. Gặp bên Nguyễn Sin mà mặt kênh kênh đểu đêủ đó thì xác định gãy sóng mũi
2399,"ko bắt giam nó thì cũng như ko, chị kìa về phòng cũng bầm mình vs nó,, làm z chi cho nó ghét chị kia thêm rùi chị kia chịu khổ,,"
